rome_duration_distance_consistency_ta_o,Check between duration of the haul and distance (tolerance of 15%),ITA,18.0,2,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
rome_duration_distance_consistency_ta_o,Check between duration of the haul and distance (tolerance of 15%),ITA,19,0,0,0,6,1,1,5,4,3,0,0,0,0,0,0,0,1,0,0,0
rome_duration_distance_consistency_ta_o,Check between duration of the haul and distance (tolerance of 15%),ITA,9,59,43,19,22,18,50,7,5,2,1,22,2,2,0,0,0,3,1,0,0
rome_duration_distance_consistency_ta_o,Check between duration of the haul and distance (tolerance of 15%),ITA,9.0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,3,0,1,0
rome_duration_distance_consistency_ta_o,Check between duration of the haul and distance (tolerance of 15%),MLT,15,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,2,1,0,9,0
rome_duration_distance_consistency_ta_o,Check between duration of the haul and distance (tolerance of 15%),SVN,17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_ta_in_tb_o,Check if all the hauls in TA are in TB,ESP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_ta_in_tb_o,Check if all the hauls in TA are in TB,ESP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rome_hauls_from_ta_in_tb_o,Check if all the hauls in TA are in TB,ESP,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rome_hauls_from_ta_in_tb_o,Check if all the hauls in TA are in TB,FRA,7,0,0,53,13,23,23,22,22,0,23,22,23,23,20,0,20,16,0,0,0
rome_hauls_from_ta_in_tb_o,Check if all the hauls in TA are in TB,FRA,8,0,0,8,24,25,23,22,2,0,23,24,24,22,25,0,19,0,0,0,0
rome_hauls_from_ta_in_tb_o,Check if all the hauls in TA are in TB,ITA,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_ta_in_tb_o,Check if all the hauls in TA are in TB,ITA,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rome_hauls_from_ta_in_tb_o,Check if all the hauls in TA are in TB,ITA,18.0,72,72,112,112,112,112,112,112,90,90,74,0,0,0,0,0,0,0,0,0
rome_hauls_from_ta_in_tb_o,Check if all the hauls in TA are in TB,ITA,9.0,0,0,0,0,0,0,0,0,0,0,0,68,120,120,120,120,120,120,120,0
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,CYP,25,0,0,0,0,0,0,0,0,0,0,0,25,25,25,27,27,27,26,0,0
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,ESP,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,ESP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,ESP,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,FRA,7,4,1,53,14,23,23,22,22,0,23,22,23,23,20,0,20,17,0,0,0
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,FRA,8,0,0,8,24,25,23,22,2,0,23,24,24,22,25,0,19,0,0,0,0
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,ITA,10,84,85,85,85,85,84,85,85,70,70,70,46,0,0,40,70,70,70,0,0
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,ITA,11,49,107,125,126,123,123,121,122,99,99,95,97,98,100,1,56,99,101,0,0
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,ITA,16,36,41,41,41,42,42,42,42,66,65,65,108,114,120,120,120,120,120,0,0
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,ITA,17,0,0,0,0,0,0,0,0,180,181,181,182,179,182,182,183,182,0,0,0
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,ITA,18,72,72,112,112,112,112,112,21,0,0,25,90,90,90,90,90,5,19,0,0
rome_hauls_from_ta_in_tc_o,Check if all the hauls in TA are in TC,ITA,18.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
